0,District,Geographic_Zone,Latitude,Longitude,Altitude_m,Tree_Growth_Habitat,DBH_mm,Height_m,Crown_Diameter_m,Trunk_Diameter_m,Farm_Cultivated,Topography,Soil_Texture,Uses_Fruit,Uses_Leaf,Uses_Stem,Uses_Root,Uses_Seed,Target_Food,Target_Beverage,Target_Medicine,coord_match,Drainage,taste_attribute,medicine_use,stem_used,crown_height_ratio,canopy_area_m2,trunk_height_ratio,plant_use_count,parts_used_count,dbh_height_ratio,trunk_crown_ratio,height_crown_product,dbh_category,height_category,total_special_attributes,target,height_dbh_ratio,crown_trunk_ratio,canopy_volume_proxy,trunk_slenderness,altitude_normalized,altitude_height_interaction,altitude_crown_interaction,total_parts_used,Geographic_Zone_encoded,Tree_Growth_Habitat_encoded,Topography_encoded,Soil_Texture_encoded,Farm_Cultivated_encoded
Savannah,District_13,Southern_Zone,9.921,-0.022,319.724,Spreading,"4,546.80",15.148,12.44,4.011,Fallow land,Hilly,Clay loam,1,1,0,0,0,0,0,0,"(9.921, -0.022)",,,,,,,,,,,,,,,,,3.684748236,3.02602773,2344.207533,3.684748236,0.795918134,4843.179152,3977.36656,2,2,2,1,1,2
Savannah,District_5,Northern_Zone,9.501,-2.072,384.421,Drooping,"4,010.20",10.484,9.823,5.346,Cropland,Flat land,Sandy loam,0,1,0,0,0,0,0,1,"(9.501, -2.072)",,,,,,,,,,,,,,,,,1.925082629,1.803709144,1011.615093,1.925082629,0.980592584,4030.269764,3776.167483,1,1,0,0,8,1
Savannah,District_13,Middle_Zone,10.468,-0.905,303.005,Erect,"2,612.25",17.874,8.415,2.493,Woodlot,Valley,Loamy sand,1,1,1,0,0,0,1,0,"(10.468, -0.905)",,,,,,,,,,,,,,,,,6.89317393,3.245275742,1265.69771,6.89317393,0.748194559,5415.91137,2549.787075,3,0,1,5,3,8
Savannah,District_5,Southern_Zone,8.186,-1.449,249.212,Spreading,"4,248.21",12.477,18.673,5.073,Fallow land,Undulating,Silty loam,1,1,0,0,0,0,0,0,"(8.186, -1.449)",,,,,,,,,,,,,,,,,2.411946646,3.609704234,4350.491951,2.411946646,0.594645049,3109.418124,4653.535676,2,2,2,4,12,2
Savannah,District_13,Northern_Zone,8.911,-0.133,195.016,Drooping,"3,473.41",24.549,17.213,3.711,Cropland,Plateau,Sandy,1,1,1,0,0,0,0,0,"(8.911, -0.133)",,,,,,,,,,,,,,,,,6.441616374,4.516662293,7273.558622,6.441616374,0.439945195,4787.447784,3356.810408,3,1,0,2,5,1
Savannah,District_5,Middle_Zone,6.192,0.365,361.571,Erect,"3,851.83",23.618,17.753,5.502,Woodlot,Hilly,Clay loam,1,1,1,0,0,0,1,0,"(6.192, 0.365)",,,,,,,,,,,,,,,,,4.215994288,3.169046769,7443.661655,4.215994288,0.915368367,8539.583878,6418.969963,3,0,1,1,1,8
Upper East,District_3,Northern_Zone,6.67,-0.327,360.069,Drooping,"2,317.97",11.755,18.263,4.249,Cropland,Hilly,Clay loam,1,0,1,0,1,0,1,1,"(6.67, -0.327)",,,,,,,,,,,,,,,,,2.702920212,4.199356174,3920.729422,2.702920212,0.911080981,4232.611095,6575.940147,3,1,0,1,1,1
Upper East,District_11,Middle_Zone,7.878,-1.649,147.416,Erect,"2,316.09",15.705,19.394,2.663,Woodlot,Flat land,Sandy loam,0,1,1,0,0,0,1,0,"(7.878, -1.649)",,,,,,,,,,,,,,,,,5.684039088,7.019182048,5907.078241,5.684039088,0.304073302,2315.16828,2858.985904,2,0,1,0,8,8
Upper East,District_3,Southern_Zone,9.635,-0.827,355.928,Spreading,"4,833.75",14.087,18.844,4.637,Fallow land,Valley,Loamy sand,1,1,0,1,0,0,0,0,"(9.635, -0.827)",,,,,,,,,,,,,,,,,2.973823095,3.978045176,5002.242085,2.973823095,0.899260697,5013.957736,6707.107232,3,2,2,5,3,2
Upper East,District_11,Northern_Zone,6.041,0.866,298.262,Drooping,"3,416.35",11.506,9.315,4.727,Cropland,Undulating,Silty loam,1,1,0,0,0,0,0,0,"(6.041, 0.866)",,,,,,,,,,,,,,,,,2.383675161,1.929770044,998.3667028,2.383675161,0.734655896,3431.802572,2778.31053,2,1,0,4,12,1
Upper East,District_3,Middle_Zone,8.163,-0.94,51.49,Erect,"2,496.24",22.229,18.186,4.087,Woodlot,Plateau,Sandy,0,1,1,0,0,0,0,0,"(8.163, -0.94)",,,,,,,,,,,,,,,,,5.309051827,4.343443993,7351.810418,5.309051827,0.030257186,1144.57121,936.39714,2,0,1,2,5,8
Upper East,District_11,Southern_Zone,8.848,-2.402,346.265,Spreading,"3,427.77",21.368,10.992,2.027,Fallow land,Hilly,Clay loam,1,1,0,0,0,0,0,0,"(8.848, -2.402)",,,,,,,,,,,,,,,,,10.04607428,5.167842031,2581.7686,10.04607428,0.871678132,7398.99052,3806.14488,2,2,2,1,1,2
Upper East,District_3,Northern_Zone,7.26,-2.307,291.183,Drooping,"2,248.27",10.872,8.819,2.153,Cropland,Flat land,Sandy loam,1,1,1,0,0,0,1,0,"(7.26, -2.307)",,,,,,,,,,,,,,,,,4.825565912,3.91433644,845.5672016,4.825565912,0.714449234,3165.741576,2567.942877,3,1,0,0,8,1
Upper East,District_11,Middle_Zone,7.675,0.779,109.183,Erect,"3,006.45",13.03,17.09,5.142,Woodlot,Valley,Loamy sand,0,0,1,1,0,0,1,0,"(7.675, 0.779)",,,,,,,,,,,,,,,,,2.485692484,3.260206028,3805.647343,2.485692484,0.194939057,1422.65449,1865.93747,2,0,1,5,3,8
Upper West,District_4,Southern_Zone,7.979,-0.692,289.903,Spreading,"4,957.66",21.984,17.682,4.556,Parkland,Valley,Loam,0,1,0,0,0,0,0,1,"(7.979, -0.692)",,,,,,,,,,,,,,,,,4.721649485,3.797680412,6873.366278,4.721649485,0.710795536,6373.227552,5126.064846,1,2,2,5,2,6
Upper West,District_12,Northern_Zone,10.946,-2.278,219.903,Drooping,"2,660.70",24.626,14.319,3.676,Unknown,Undulating,Sandy clay loam,0,1,0,0,0,0,1,1,"(10.946, -2.278)",,,,,,,,,,,,,,,,,6.521716102,3.792108051,5049.161398,6.521716102,0.510983929,5415.331278,3148.791057,1,1,0,4,7,7
Upper West,District_4,Middle_Zone,10.68,-0.688,237.08,Erect,"3,081.03",15.575,11.08,4.602,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Plateau,Sandy clay,1,1,0,0,0,0,1,0,"(10.68, -0.688)",,,,,,,,,,,,,,,,,3.312420247,2.356444066,1912.08668,3.312420247,0.560014843,3692.521,2626.8464,2,0,1,2,6,0
Upper West,District_12,Southern_Zone,8.144,-0.524,86.094,Spreading,"2,677.09",14.875,14.049,4.941,Parkland,Hilly,Silty clay,1,1,1,0,1,0,1,0,"(8.144, -0.524)",,,,,,,,,,,,,,,,,2.950803412,2.786947034,2935.944215,2.950803412,0.129032626,1280.64825,1209.534606,4,2,2,1,11,6
Upper West,District_4,Northern_Zone,8.208,-0.047,219.672,Drooping,"2,451.83",23.9,19.717,4.401,Unknown,Flat land,Clay,0,1,0,0,0,0,0,1,"(8.208, -0.047)",,,,,,,,,,,,,,,,,5.309931126,4.380582093,9291.366127,5.309931126,0.510324551,5250.1608,4331.272824,1,1,0,0,0,7
Upper West,District_12,Middle_Zone,7.826,-0.872,345.832,Erect,"3,913.47",12.573,16.038,2.343,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Valley,Loam,1,1,0,0,0,0,0,0,"(7.826, -0.872)",,,,,,,,,,,,,,,,,5.146541138,6.564879247,3233.994923,5.146541138,0.870442155,4348.145736,5546.453616,2,0,1,5,2,0
Upper West,District_4,Southern_Zone,10.223,0.473,148.238,Spreading,"2,723.10",21.528,11.551,3.489,Parkland,Undulating,Sandy clay loam,0,0,0,0,0,0,1,1,"(10.223, 0.473)",,,,,,,,,,,,,,,,,5.998328225,3.218445249,2872.386338,5.998328225,0.306419661,3191.267664,1712.297138,0,2,2,4,7,6
Upper West,District_12,Northern_Zone,7.85,-1.261,52.071,Drooping,"2,937.03",18.407,17.373,4.661,Unknown,Plateau,Sandy clay,1,1,0,0,0,0,1,0,"(7.85, -1.261)",,,,,,,,,,,,,,,,,3.866204579,3.649023314,5555.621522,3.866204579,0.031915622,958.470897,904.629483,2,1,0,2,6,7
Volta,District_9,Northern_Zone,6.976,-2.185,116.814,Drooping,"3,405.80",18.093,11.913,5.07,Cropland,Valley,Loamy sand,1,1,0,0,0,0,0,0,"(6.976, -2.185)",,,,,,,,,,,,,,,,,3.499613153,2.304255319,2567.750762,3.499613153,0.216721377,2113.515702,1391.605182,2,1,0,5,3,1
Volta,District_1,Middle_Zone,6.425,0.38,366.113,Erect,"2,463.98",20.052,10.444,4.545,Woodlot,Undulating,Silty loam,1,1,0,0,0,0,1,1,"(6.425, 0.38)",,,,,,,,,,,,,,,,,4.316899892,2.248439182,2187.214731,4.316899892,0.928333286,7341.297876,3823.684172,2,0,1,4,12,8
Volta,District_9,Southern_Zone,9.282,-1.493,115.673,Spreading,"4,387.74",10.262,13.31,2.589,Fallow land,Plateau,Sandy,1,0,1,0,0,0,1,0,"(9.282, -1.493)",,,,,,,,,,,,,,,,,3.816288583,4.949795463,1817.975898,3.816288583,0.213464448,1187.036326,1539.60763,2,2,2,2,5,2
Volta,District_1,Northern_Zone,9.407,-2.309,317.837,Drooping,"4,013.09",11.281,15.354,3.045,Cropland,Hilly,Clay loam,0,1,0,0,0,0,0,0,"(9.407, -2.309)",,,,,,,,,,,,,,,,,3.586963434,4.882034976,2659.44291,3.586963434,0.790531784,3585.519197,4880.069298,1,1,0,1,1,1
Volta,District_9,Middle_Zone,6.625,0.53,317.1,Erect,"2,571.64",11.318,9.796,2.775,Woodlot,Flat land,Sandy loam,1,1,0,0,0,0,0,1,"(6.625, 0.53)",,,,,,,,,,,,,,,,,3.936695652,3.407304348,1086.09357,3.936695652,0.788428054,3588.9378,3106.3116,2,0,1,0,8,8
Volta,District_1,Southern_Zone,7.899,-1.831,274.498,Spreading,"3,311.30",10.71,18.061,3.647,Fallow land,Valley,Loamy sand,0,1,0,0,0,0,1,1,"(7.899, -1.831)",,,,,,,,,,,,,,,,,2.858286629,4.820122765,3493.599012,2.858286629,0.66682271,2939.87358,4957.708378,1,2,2,5,3,2
Volta,District_9,Northern_Zone,10.732,-0.576,223.904,Drooping,"3,164.83",17.458,14.448,2.739,Cropland,Undulating,Silty loam,1,1,0,0,0,0,0,0,"(10.732, -0.576)",,,,,,,,,,,,,,,,,6.149348362,5.089115886,3644.265042,6.149348362,0.52240459,3908.916032,3234.964992,2,1,0,4,12,1
Volta,District_8,Middle_Zone,9.475,-2.149,230.734,Erect,"3,692.79",26.037,17.978,6.284,Cropland,Hilly,Silty clay,1,1,1,1,1,1,0,1,"(9.475, -2.149)",,,,,,,,,,,,,,,,,4.078477444,2.816102757,8415.379298,4.078477444,0.541900494,6007.621158,4148.135852,5,0,1,1,11,1
Volta,District_16,Southern_Zone,8.21,-0.985,107.315,Spreading,"4,911.93",16.241,17.861,3.518,Fallow land,Flat land,Clay,1,1,0,0,1,1,0,1,"(8.21, -0.985)",,,,,,,,,,,,,,,,,4.488944168,4.936705362,5181.127828,4.488944168,0.189606942,1742.902915,1916.753215,3,2,2,0,0,2
Volta,District_8,Northern_Zone,7.002,-2.632,112.817,Drooping,"2,951.30",22.82,20.629,5.218,Unknown,Valley,Loam,1,1,1,0,1,1,1,1,"(7.002, -2.632)",,,,,,,,,,,,,,,,,4.291086875,3.879089883,9711.179728,4.291086875,0.205312134,2574.48394,2327.301893,4,1,0,5,2,7
Western,District_4,Southern_Zone,8.529,-1.378,171.632,Spreading,"3,375.43",29.693,20.4,7.689,Fallow land,Valley,Loam,1,1,0,1,1,1,1,1,"(8.529, -1.378)",,,,,,,,,,,,,,,,,3.81217101,2.619078187,12357.03888,3.81217101,0.3731967,5096.268976,3501.2928,4,2,2,5,2,2
Western,District_12,Northern_Zone,7.002,-0.144,125.057,Drooping,"4,389.60",20.541,19.824,5.116,Unknown,Undulating,Sandy clay loam,1,1,0,1,0,1,0,1,"(7.002, -0.144)",,,,,,,,,,,,,,,,,3.938075153,3.800613497,8072.427638,3.938075153,0.240250621,2568.795837,2479.129968,3,1,0,4,7,7
Western,District_4,Middle_Zone,8.901,-0.933,262.035,Erect,"3,085.20",24.886,21.422,3.326,Cropland,Plateau,Sandy clay,1,1,1,1,0,1,1,1,"(8.901, -0.933)",,,,,,,,,,,,,,,,,7.263864565,6.252772913,11420.23726,7.263864565,0.631247681,6521.00301,5613.31377,4,0,1,2,6,1
Western,District_12,Southern_Zone,9.946,0.782,151.276,Spreading,"2,942.59",21.634,15.389,5.366,Fallow land,Hilly,Silty clay,0,1,0,1,0,1,1,1,"(9.946, 0.782)",,,,,,,,,,,,,,,,,3.957921698,2.815404318,5123.392459,3.957921698,0.315091485,3272.704984,2327.986364,2,2,2,1,11,2
